INFO 2025-11-04 21:52:04,920 autoreload 12216 17504 Watching for file changes with StatReloader
INFO 2025-11-20 12:12:08,165 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 12:12:08,174 log 21316 8296 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 12:12:08,174 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
WARNING 2025-11-20 12:12:08,175 log 21316 8296 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 12:12:08,176 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 12:12:24,660 views 21316 8296 Request: POST /api/login/
INFO 2025-11-20 12:12:24,662 basehttp 21316 8296 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-20 12:12:24,681 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:12:24,785 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:12:24,786 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:12:24,886 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:15:51,189 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:15:51,810 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:15:51,811 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:15:51,915 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
WARNING 2025-11-20 12:15:53,223 log 21316 8296 Unauthorized: /api/expense-calculations/
INFO 2025-11-20 12:15:53,224 views 21316 15016 Request: GET /api/crops/
WARNING 2025-11-20 12:15:53,224 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
WARNING 2025-11-20 12:15:53,225 log 21316 8296 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 12:15:53,226 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 12:15:53,226 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 12:15:53,227 views 21316 15016 Request: GET /api/crops/
INFO 2025-11-20 12:15:53,228 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 12:17:48,677 basehttp 21316 15016 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-20 12:17:48,678 views 21316 15016 Request: POST /api/login/
INFO 2025-11-20 12:17:48,690 basehttp 21316 15016 "POST /api/login/ HTTP/1.1" 200 110
INFO 2025-11-20 12:17:48,697 basehttp 21316 15016 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 12:17:48,697 basehttp 21316 8296 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 12:17:48,699 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:17:48,873 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:17:48,874 views 21316 8296 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:17:48,978 basehttp 21316 8296 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:17:50,943 basehttp 21316 8296 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
INFO 2025-11-20 12:17:50,944 basehttp 21316 15016 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 12:17:50,944 basehttp 21316 8296 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
WARNING 2025-11-20 12:17:50,945 log 21316 8296 Unauthorized: /api/expense-calculations/
INFO 2025-11-20 12:17:50,945 basehttp 21316 15016 "OPTIONS /api/crops/ HTTP/1.1" 200 0
WARNING 2025-11-20 12:17:50,946 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 12:17:50,946 views 21316 15016 Request: GET /api/crops/
WARNING 2025-11-20 12:17:50,946 log 21316 8296 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 12:17:50,947 basehttp 21316 8296 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 12:17:50,948 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 12:17:50,949 views 21316 15016 Request: GET /api/crops/
INFO 2025-11-20 12:17:50,951 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 12:18:57,550 autoreload 3984 9708 Watching for file changes with StatReloader
INFO 2025-11-20 12:20:04,782 views 21316 15016 Request: POST /api/login/
WARNING 2025-11-20 12:20:04,782 log 21316 15016 Unauthorized: /api/login/
WARNING 2025-11-20 12:20:04,783 basehttp 21316 15016 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 12:20:19,398 views 21316 15016 Request: POST /api/login/
WARNING 2025-11-20 12:20:19,399 log 21316 15016 Unauthorized: /api/login/
WARNING 2025-11-20 12:20:19,399 basehttp 21316 15016 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 12:20:25,277 views 21316 15016 Request: POST /api/login/
WARNING 2025-11-20 12:20:25,278 log 21316 15016 Unauthorized: /api/login/
WARNING 2025-11-20 12:20:25,278 basehttp 21316 15016 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 12:20:28,166 views 21316 15016 Request: POST /api/login/
INFO 2025-11-20 12:20:28,179 basehttp 21316 15016 "POST /api/login/ HTTP/1.1" 200 109
INFO 2025-11-20 12:20:28,184 views 21316 15016 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:20:28,509 basehttp 21316 15016 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:20:28,510 views 21316 15016 Request: GET /api/current-weather-live/
INFO 2025-11-20 12:20:28,613 basehttp 21316 15016 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 12:20:37,483 basehttp 21316 15016 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-20 12:20:37,484 basehttp 21316 8296 "OPTIONS /api/market/market-prices/ HTTP/1.1" 200 0
INFO 2025-11-20 12:20:37,485 basehttp 21316 15016 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-20 12:20:37,485 basehttp 21316 8296 "OPTIONS /api/market/market-prices/ HTTP/1.1" 200 0
INFO 2025-11-20 12:20:37,486 views 21316 15016 Request: GET /api/crops/
WARNING 2025-11-20 12:20:37,487 log 21316 8296 Unauthorized: /api/market/
WARNING 2025-11-20 12:20:37,487 basehttp 21316 8296 "GET /api/market/ HTTP/1.1" 401 172
WARNING 2025-11-20 12:20:37,488 log 21316 8296 Unauthorized: /api/market/market-prices/
WARNING 2025-11-20 12:20:37,488 basehttp 21316 8296 "GET /api/market/market-prices/ HTTP/1.1" 401 172
WARNING 2025-11-20 12:20:37,489 log 21316 8296 Unauthorized: /api/market/
WARNING 2025-11-20 12:20:37,490 basehttp 21316 8296 "GET /api/market/ HTTP/1.1" 401 172
INFO 2025-11-20 12:20:37,490 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 12:20:37,491 log 21316 8296 Unauthorized: /api/market/market-prices/
INFO 2025-11-20 12:20:37,492 views 21316 15016 Request: GET /api/crops/
WARNING 2025-11-20 12:20:37,492 basehttp 21316 8296 "GET /api/market/market-prices/ HTTP/1.1" 401 172
INFO 2025-11-20 12:20:37,494 basehttp 21316 15016 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:00:25,907 basehttp 21316 14828 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-20 13:00:25,909 views 21316 14828 Request: POST /api/login/
WARNING 2025-11-20 13:00:25,909 log 21316 14828 Unauthorized: /api/login/
WARNING 2025-11-20 13:00:25,909 basehttp 21316 14828 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 13:08:37,146 views 21316 15852 Request: POST /api/login/
WARNING 2025-11-20 13:08:37,146 log 21316 15852 Unauthorized: /api/login/
WARNING 2025-11-20 13:08:37,146 basehttp 21316 15852 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 13:08:43,500 views 21316 15852 Request: POST /api/login/
WARNING 2025-11-20 13:08:43,501 log 21316 15852 Unauthorized: /api/login/
WARNING 2025-11-20 13:08:43,501 basehttp 21316 15852 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 13:08:50,077 views 21316 15852 Request: POST /api/login/
WARNING 2025-11-20 13:08:50,078 log 21316 15852 Unauthorized: /api/login/
WARNING 2025-11-20 13:08:50,078 basehttp 21316 15852 "POST /api/login/ HTTP/1.1" 401 40
INFO 2025-11-20 13:09:15,073 autoreload 1300 12324 Watching for file changes with StatReloader
INFO 2025-11-20 13:10:49,357 views 21316 15852 Request: POST /api/login/
INFO 2025-11-20 13:10:49,386 basehttp 21316 15852 "POST /api/login/ HTTP/1.1" 200 104
INFO 2025-11-20 13:10:49,392 basehttp 21316 15852 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 13:10:49,393 basehttp 21316 15852 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 13:10:49,394 views 21316 15852 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:10:49,751 basehttp 21316 15852 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:10:49,752 views 21316 15852 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:10:49,849 basehttp 21316 15852 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:11:04,954 basehttp 21316 15852 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 13:11:04,954 basehttp 21316 15308 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 13:11:04,955 views 21316 15308 Request: GET /api/crops/
INFO 2025-11-20 13:11:04,960 basehttp 21316 15308 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:11:04,961 views 21316 15308 Request: GET /api/crops/
INFO 2025-11-20 13:11:04,962 basehttp 21316 15308 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:11:11,744 views 21316 5252 Request: GET /api/crops/
INFO 2025-11-20 13:11:11,745 basehttp 21316 15308 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
INFO 2025-11-20 13:11:11,745 basehttp 21316 15852 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
WARNING 2025-11-20 13:11:11,746 log 21316 15852 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 13:11:11,747 basehttp 21316 15852 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 13:11:11,747 basehttp 21316 5252 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 13:11:11,748 log 21316 15852 Unauthorized: /api/expense-calculations/
INFO 2025-11-20 13:11:11,748 views 21316 5252 Request: GET /api/crops/
WARNING 2025-11-20 13:11:11,748 basehttp 21316 15852 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 13:11:11,749 basehttp 21316 5252 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 13:11:49,101 log 21316 8600 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 13:11:49,102 basehttp 21316 8600 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 13:11:58,275 views 21316 12588 Request: POST /api/login/
INFO 2025-11-20 13:11:58,278 basehttp 21316 12588 "POST /api/login/ HTTP/1.1" 200 114
WARNING 2025-11-20 13:17:35,975 log 21316 15132 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 13:17:35,975 basehttp 21316 15132 "POST /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 13:17:49,749 autoreload 3984 9708 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:17:49,751 autoreload 21316 16328 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:17:49,758 autoreload 1300 12324 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:17:50,843 autoreload 3132 5244 Watching for file changes with StatReloader
INFO 2025-11-20 13:17:50,845 autoreload 15068 18308 Watching for file changes with StatReloader
INFO 2025-11-20 13:17:50,845 autoreload 18408 13024 Watching for file changes with StatReloader
INFO 2025-11-20 13:18:08,419 views 15068 19132 Request: POST /api/login/
WARNING 2025-11-20 13:18:08,420 log 15068 19132 Unauthorized: /api/login/
WARNING 2025-11-20 13:18:08,420 basehttp 15068 19132 "POST /api/login/ HTTP/1.1" 401 37
INFO 2025-11-20 13:18:14,983 views 15068 19132 Request: POST /api/login/
WARNING 2025-11-20 13:18:14,984 log 15068 19132 Unauthorized: /api/login/
WARNING 2025-11-20 13:18:14,984 basehttp 15068 19132 "POST /api/login/ HTTP/1.1" 401 37
INFO 2025-11-20 13:18:26,840 views 15068 19132 Request: POST /api/login/
INFO 2025-11-20 13:18:26,842 basehttp 15068 19132 "POST /api/login/ HTTP/1.1" 200 87
INFO 2025-11-20 13:18:26,855 views 15068 19132 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:18:27,262 basehttp 15068 19132 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:18:27,263 views 15068 19132 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:18:27,368 basehttp 15068 19132 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:18:42,515 basehttp 15068 4864 "OPTIONS /api/farmer-timeline/ HTTP/1.1" 200 0
INFO 2025-11-20 13:18:42,516 basehttp 15068 19132 "OPTIONS /api/farmer-timeline/ HTTP/1.1" 200 0
WARNING 2025-11-20 13:18:42,537 log 15068 19132 Unauthorized: /api/farmer-timeline/
WARNING 2025-11-20 13:18:42,538 basehttp 15068 19132 "GET /api/farmer-timeline/ HTTP/1.1" 401 172
WARNING 2025-11-20 13:18:42,539 log 15068 19132 Unauthorized: /api/farmer-timeline/
WARNING 2025-11-20 13:18:42,540 basehttp 15068 19132 "GET /api/farmer-timeline/ HTTP/1.1" 401 172
INFO 2025-11-20 13:18:43,731 views 15068 19132 Request: GET /api/crops/
INFO 2025-11-20 13:18:43,733 basehttp 15068 19132 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:18:43,734 views 15068 19132 Request: GET /api/crops/
INFO 2025-11-20 13:18:43,735 basehttp 15068 19132 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:19:46,958 views 15068 19132 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:19:47,124 basehttp 15068 19132 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:19:47,126 views 15068 19132 Request: GET /api/current-weather-live/
INFO 2025-11-20 13:19:47,229 basehttp 15068 19132 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 13:19:57,556 views 15068 19132 Request: GET /api/crops/
INFO 2025-11-20 13:19:57,558 basehttp 15068 19132 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:19:57,559 views 15068 19132 Request: GET /api/crops/
INFO 2025-11-20 13:19:57,561 basehttp 15068 19132 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 13:20:03,932 log 15068 19132 Unauthorized: /api/farmer-timeline/
WARNING 2025-11-20 13:20:03,932 basehttp 15068 19132 "GET /api/farmer-timeline/ HTTP/1.1" 401 172
WARNING 2025-11-20 13:20:03,933 log 15068 19132 Unauthorized: /api/farmer-timeline/
WARNING 2025-11-20 13:20:03,934 basehttp 15068 19132 "GET /api/farmer-timeline/ HTTP/1.1" 401 172
INFO 2025-11-20 13:20:37,621 autoreload 3132 5244 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:20:37,629 autoreload 15068 18308 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:20:37,632 autoreload 18408 13024 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-20 13:20:38,247 autoreload 12668 12404 Watching for file changes with StatReloader
INFO 2025-11-20 13:20:38,255 autoreload 6764 15696 Watching for file changes with StatReloader
INFO 2025-11-20 13:20:38,309 autoreload 18284 19412 Watching for file changes with StatReloader
INFO 2025-11-20 13:20:48,511 views 12668 13548 Request: GET /api/crops/
INFO 2025-11-20 13:20:48,513 basehttp 12668 13548 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:20:48,513 views 12668 13548 Request: GET /api/crops/
INFO 2025-11-20 13:20:48,515 basehttp 12668 13548 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 13:20:57,969 basehttp 12668 13548 "OPTIONS /api/create-timeline/ HTTP/1.1" 200 0
WARNING 2025-11-20 13:20:57,975 log 12668 13548 Unauthorized: /api/create-timeline/
WARNING 2025-11-20 13:20:57,975 basehttp 12668 13548 "POST /api/create-timeline/ HTTP/1.1" 401 172
INFO 2025-11-20 14:42:33,459 autoreload 16700 15656 Watching for file changes with StatReloader
INFO 2025-11-20 14:44:04,731 basehttp 16700 14540 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:04,735 views 16700 14540 Request: POST /api/login/
INFO 2025-11-20 14:44:04,737 basehttp 16700 14540 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-20 14:44:04,745 basehttp 16700 14540 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:04,746 basehttp 16700 14540 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:04,748 views 16700 14540 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:44:05,089 basehttp 16700 14540 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 14:44:05,090 views 16700 14540 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:44:05,193 basehttp 16700 14540 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 14:44:10,575 basehttp 16700 16812 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:10,575 basehttp 16700 14540 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:10,575 basehttp 16700 3980 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:10,575 basehttp 16700 8968 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 14:44:10,578 views 16700 14540 Request: GET /api/crops/
INFO 2025-11-20 14:44:10,579 basehttp 16700 14540 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 14:44:10,580 views 16700 14540 Request: GET /api/crops/
INFO 2025-11-20 14:44:10,582 basehttp 16700 14540 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 14:44:10,591 log 16700 8968 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 14:44:10,591 basehttp 16700 8968 "GET /api/expense-calculations/ HTTP/1.1" 401 172
WARNING 2025-11-20 14:44:10,592 log 16700 8968 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 14:44:10,593 basehttp 16700 8968 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 14:45:21,188 views 16700 8968 Request: POST /api/login/
INFO 2025-11-20 14:45:21,190 basehttp 16700 8968 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-20 14:45:21,197 views 16700 8968 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:45:21,370 basehttp 16700 8968 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 14:45:21,371 views 16700 8968 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:45:21,474 basehttp 16700 8968 "GET /api/current-weather-live/ HTTP/1.1" 200 181
WARNING 2025-11-20 14:45:23,486 log 16700 8968 Unauthorized: /api/expense-calculations/
INFO 2025-11-20 14:45:23,486 views 16700 14540 Request: GET /api/crops/
WARNING 2025-11-20 14:45:23,487 basehttp 16700 8968 "GET /api/expense-calculations/ HTTP/1.1" 401 172
WARNING 2025-11-20 14:45:23,488 log 16700 8968 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 14:45:23,488 basehttp 16700 8968 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 14:45:23,489 basehttp 16700 14540 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 14:45:23,489 views 16700 14540 Request: GET /api/crops/
INFO 2025-11-20 14:45:23,490 basehttp 16700 14540 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 14:47:34,556 views 16700 14540 Request: POST /api/login/
INFO 2025-11-20 14:47:34,558 basehttp 16700 14540 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-20 14:47:34,562 views 16700 14540 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:47:34,894 basehttp 16700 14540 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 14:47:34,895 views 16700 14540 Request: GET /api/current-weather-live/
INFO 2025-11-20 14:47:34,997 basehttp 16700 14540 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 15:03:53,946 views 16700 14948 Request: GET /api/
INFO 2025-11-20 15:03:53,947 basehttp 16700 14948 "GET /api/ HTTP/1.1" 200 45
INFO 2025-11-20 15:11:31,561 views 16700 6524 Request: POST /api/login/
INFO 2025-11-20 15:11:31,563 basehttp 16700 6524 "POST /api/login/ HTTP/1.1" 200 110
INFO 2025-11-20 15:11:40,368 views 16700 15800 Request: POST /api/login/
INFO 2025-11-20 15:11:40,370 basehttp 16700 15800 "POST /api/login/ HTTP/1.1" 200 87
INFO 2025-11-20 15:11:49,117 views 16700 1648 Request: GET /api/crops/
INFO 2025-11-20 15:11:49,119 basehttp 16700 1648 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 15:36:34,522 autoreload 18584 7180 Watching for file changes with StatReloader
INFO 2025-11-20 15:38:27,848 views 18584 1144 Request: POST /api/login/
INFO 2025-11-20 15:38:27,851 basehttp 18584 1144 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-20 15:38:27,860 views 18584 1144 Request: GET /api/current-weather-live/
INFO 2025-11-20 15:38:28,201 basehttp 18584 1144 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 15:38:28,202 views 18584 1144 Request: GET /api/current-weather-live/
INFO 2025-11-20 15:38:28,304 basehttp 18584 1144 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 15:38:29,401 views 18584 8908 Request: GET /api/crops/
INFO 2025-11-20 15:38:29,410 basehttp 18584 8908 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 15:38:29,411 views 18584 8908 Request: GET /api/crops/
INFO 2025-11-20 15:38:29,413 basehttp 18584 8908 "GET /api/crops/ HTTP/1.1" 200 1186
WARNING 2025-11-20 15:38:29,418 log 18584 1144 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 15:38:29,419 basehttp 18584 1144 "GET /api/expense-calculations/ HTTP/1.1" 401 172
WARNING 2025-11-20 15:38:29,420 log 18584 1144 Unauthorized: /api/expense-calculations/
WARNING 2025-11-20 15:38:29,420 basehttp 18584 1144 "GET /api/expense-calculations/ HTTP/1.1" 401 172
INFO 2025-11-20 19:46:12,481 autoreload 20372 13536 Watching for file changes with StatReloader
INFO 2025-11-20 19:49:22,829 basehttp 20372 20640 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-20 19:49:22,834 views 20372 20640 Request: POST /api/login/
INFO 2025-11-20 19:49:22,842 basehttp 20372 20640 "POST /api/login/ HTTP/1.1" 200 110
INFO 2025-11-20 19:49:22,851 basehttp 20372 20640 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 19:49:22,852 basehttp 20372 20640 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-20 19:49:22,853 views 20372 20640 Request: GET /api/current-weather-live/
INFO 2025-11-20 19:49:23,282 basehttp 20372 20640 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 19:49:23,283 views 20372 20640 Request: GET /api/current-weather-live/
INFO 2025-11-20 19:49:23,399 basehttp 20372 20640 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 19:49:26,765 basehttp 20372 20640 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 19:49:26,765 basehttp 20372 20648 "OPTIONS /api/crops/ HTTP/1.1" 200 0
INFO 2025-11-20 19:49:26,766 views 20372 20648 Request: GET /api/crops/
INFO 2025-11-20 19:49:26,767 basehttp 20372 20648 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 19:49:26,768 views 20372 20648 Request: GET /api/crops/
INFO 2025-11-20 19:49:26,769 basehttp 20372 20648 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 19:49:43,530 basehttp 20372 20648 "OPTIONS /api/create-timeline/ HTTP/1.1" 200 0
WARNING 2025-11-20 19:49:43,547 log 20372 20648 Unauthorized: /api/create-timeline/
WARNING 2025-11-20 19:49:43,548 basehttp 20372 20648 "POST /api/create-timeline/ HTTP/1.1" 401 172
INFO 2025-11-20 19:50:57,266 views 20372 20648 Request: POST /api/login/
INFO 2025-11-20 19:50:57,291 basehttp 20372 20648 "POST /api/login/ HTTP/1.1" 200 107
INFO 2025-11-20 19:50:57,298 views 20372 20648 Request: GET /api/current-weather-live/
INFO 2025-11-20 19:50:57,485 basehttp 20372 20648 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 19:50:57,486 views 20372 20648 Request: GET /api/current-weather-live/
INFO 2025-11-20 19:50:57,586 basehttp 20372 20648 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-20 19:51:03,276 views 20372 20648 Request: GET /api/crops/
INFO 2025-11-20 19:51:03,280 basehttp 20372 20648 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 19:51:03,294 views 20372 20648 Request: GET /api/crops/
INFO 2025-11-20 19:51:03,297 basehttp 20372 20648 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-20 19:51:05,132 basehttp 20372 20648 "OPTIONS /api/market/products/ HTTP/1.1" 200 0
WARNING 2025-11-20 19:51:05,146 log 20372 20648 Not Found: /api/market/products/
INFO 2025-11-20 19:51:05,146 basehttp 20372 20640 "OPTIONS /api/buyer/orders/ HTTP/1.1" 200 0
WARNING 2025-11-20 19:51:05,148 basehttp 20372 20648 "GET /api/market/products/ HTTP/1.1" 404 18495
INFO 2025-11-20 19:51:05,148 basehttp 20372 20640 "OPTIONS /api/farmers/profiles/ HTTP/1.1" 200 0
INFO 2025-11-20 19:51:05,149 basehttp 20372 20648 "OPTIONS /api/market/price-analysis/ HTTP/1.1" 200 0
INFO 2025-11-20 19:51:05,150 basehttp 20372 20640 "OPTIONS /api/buyer/inventory/ HTTP/1.1" 200 0
INFO 2025-11-20 19:51:05,151 basehttp 20372 20640 "OPTIONS /api/farmers/profiles/ HTTP/1.1" 200 0
INFO 2025-11-20 19:51:05,151 basehttp 20372 20648 "OPTIONS /api/buyer/orders/ HTTP/1.1" 200 0
